profile,t,sigma,epsilon,pld_delta_upper,pld_delta_lower,chua_lower_delta,chua_threshold,chua_grid_delta,stable_monte_carlo,order_statistics,log10_pld_chua_gap,mc_remove_mean,mc_add_mean,mc_mean,mc_remove_standard_error,mc_add_standard_error,mc_simultaneous_upper,mc_point_error_probability,log10_pld_mc_gap
"Criteo Search, batch 1024",12500,0.3,4.673684210526315,0.0027373747042793834,0.0027116168767706205,0.0027240850503574584,1.7688052551116236,0.002720102069576926,True,609,0.0021135868488220133,0.0026358339957878577,0.0,0.0026358339957878577,5.941477932335882e-05,0.0,0.0029678488164827576,6.25e-05,0.016416194662234318
"Criteo Search, batch 1024",12500,0.3,5.089473684210526,0.0018588015704644112,0.0018412461360709355,0.0018500782811301968,1.8065119994971441,0.0018499450192716474,True,609,0.002042925928767758,0.0017564416570373018,0.0,0.0017564416570373018,4.8522694817385106e-05,0.0,0.0020300180454528994,6.25e-05,0.02459930213804684
"Criteo Search, batch 1024",12500,0.3,5.505263157894737,0.0012463252648733918,0.001234475016377247,0.0012399653937296016,1.844121533152061,0.001239317020626433,True,609,0.0022218343282571773,0.0011724940953456537,0.0,0.0011724940953456537,3.959404890702229e-05,0.0,0.001398507930554876,6.25e-05,0.02652073461301807
"Criteo Search, batch 1024",12500,0.3,5.921052631578947,0.0008246417853964507,0.0008166265001026176,0.0008198491585779326,1.8816669713500571,0.0008185750328030618,True,609,0.0025313818620285033,0.0007789046638698453,0.0,0.0007789046638698453,3.2259742043775666e-05,0.0,0.0009656214656669046,6.25e-05,0.024781032859268137
"Criteo Search, batch 1024",12500,0.3,6.336842105263158,0.0005381064914958528,0.0005327303705880545,0.000534633045349741,1.9191700941511725,0.0005345868800328354,True,609,0.002812432495366668,0.0005207528356122555,0.0,0.0005207528356122555,2.6208736182824893e-05,0.0,0.0006758912710162046,6.25e-05,0.01423658777450365
"Criteo Search, batch 1024",12500,0.3,6.752631578947368,0.00034619960934208606,0.0003426364558588181,0.0003437906033594423,1.956645324825745,0.0003436075981854922,False,609,0.0030325712942107508,0.0003451303130583443,0.0,0.0003451303130583443,2.0909703022900853e-05,0.0,0.0004739538694354052,6.25e-05,nan
"Criteo Search, batch 1024",12500,0.3,7.168421052631579,0.00021956618855494,0.00021723399297768245,0.00021796466687750682,1.9941021114252917,0.000217520936946417,False,609,0.003179364951532815,0.00021529168283495923,0.0,0.00021529168283495923,1.6260367030155837e-05,0.0,0.0003199170069240446,6.25e-05,nan
"Criteo Search, batch 1024",12500,0.3,7.58421052631579,0.00013724068320007345,0.0001357314627113707,0.00013623316826941143,2.0315467428248364,0.00013620839413475152,False,609,0.0032000145690362913,0.0001266779211460957,0.0,0.0001266779211460957,1.252080067123471e-05,0.0,0.0002101655122218422,6.25e-05,nan
"Criteo Search, batch 1024",12500,0.3,8.0,8.450914291650875e-05,8.353988869119869e-05,8.393527867366038e-05,2.06898336743229,8.389940869262834e-05,False,609,0.002959160486374124,7.552467614649058e-05,0.0,7.552467614649058e-05,9.579648172937565e-06,0.0,0.00014320521263076373,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,0.1,0.10356272117642325,0.08566910074531714,0.0826126335004495,1.4467612595434611,0.08261253108046868,True,549,0.09815698658602334,0.09456007198129318,0.07766200913347424,0.09456007198129318,0.00026073909368147714,0.00014619438546741134,0.09639132222093584,6.25e-05,0.039495659144510475
"Criteo Search, batch 8192",1563,0.4,0.5157894736842106,0.03665578152449168,0.032502689590072936,0.03173817657900144,1.6272135650386967,0.03172126331659844,True,549,0.06256051131553608,0.03440131800667571,0.0011102893442979293,0.03440131800667571,0.00018400344448228574,1.4554140492422468e-05,0.03554748356657191,6.25e-05,0.02756740149875969
"Criteo Search, batch 8192",1563,0.4,0.9315789473684211,0.016818832938490152,0.015613306721374128,0.015572755895171844,1.748841992841839,0.015559663196425464,True,549,0.033430380710342655,0.01614518606336851,0.0,0.01614518606336851,0.0001333442307428402,0.0,0.01694198235353892,6.25e-05,0.017752802384191746
"Criteo Search, batch 8192",1563,0.4,1.3473684210526318,0.008816400246366953,0.00837684795065709,0.008426933260470003,1.84512138100196,0.00842540566809849,True,549,0.019621743613626563,0.008519941321934312,0.0,0.008519941321934312,9.890901806071102e-05,0.0,0.009104613094758997,6.25e-05,0.014854694299783588
"Criteo Search, batch 8192",1563,0.4,1.7631578947368423,0.004883733707392455,0.004699344528522583,0.0047418631722158005,1.9290556723129881,0.004741077461862196,True,549,0.01280295725232028,0.004696931341745543,0.0,0.004696931341745543,7.389085027219059e-05,0.0,0.005135269266789518,6.25e-05,0.01693776353641452
"Criteo Search, batch 8192",1563,0.4,2.1789473684210527,0.002759187227664199,0.0026747311823619906,0.002701474742512668,2.0062491530688358,0.00270107531741183,True,549,0.009180259555658488,0.002614102428475395,0.0,0.002614102428475395,5.515168250384838e-05,0.0,0.002944803852787793,6.25e-05,0.023458570450471505
"Criteo Search, batch 8192",1563,0.4,2.5947368421052635,0.0015619410944481412,0.001520856525349286,0.001536360827953504,2.079493019076036,0.0015339709596583991,True,549,0.0071714257014861005,0.001457404979885444,0.0,0.001457404979885444,4.0849847057714926e-05,0.0,0.001707825282083985,6.25e-05,0.030084402128112586
"Criteo Search, batch 8192",1563,0.4,3.0105263157894737,0.0008770859859906872,0.0008562977594631455,0.0008650401903656604,2.1503208679688495,0.0008650172949438522,True,549,0.0060058863859278055,0.0007903337995670347,0.0,0.0007903337995670347,2.9782309682609103e-05,0.0,0.0009783166536813162,6.25e-05,0.045231616483960124
"Criteo Search, batch 8192",1563,0.4,3.4263157894736844,0.000485665667002915,0.00047488878242277807,0.0004797150218255027,2.219630662913064,0.0004795045253777909,True,549,0.005354084923951508,0.0004161744805140663,0.0,0.0004161744805140663,2.1304810290796938e-05,0.0,0.0005563018998707742,6.25e-05,0.06706195702457496
"Criteo Search, batch 8192",1563,0.4,3.842105263157895,0.0002641629745314546,0.00025850810802253955,0.0002611346931988278,2.2879702250779443,0.0002606867721218145,False,549,0.005007372097247664,0.00020688687542261798,0.0,0.00020688687542261798,1.5153491746782107e-05,0.0,0.0003097212284887135,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,4.257894736842105,0.00014077023046922776,0.00013779169742915193,0.00013921607997792882,2.3556828989062546,0.00013903606727755735,False,549,0.004821420830396939,0.00010697761294786056,0.0,0.00010697761294786056,1.0825949392044017e-05,0.0,0.00018483578264605403,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,4.673684210526315,7.339020553065264e-05,7.184389969621058e-05,7.257310322484612e-05,2.4229876245470394,7.252379452071658e-05,False,549,0.00486241004684107,5.3651450587208236e-05,0.0,5.3651450587208236e-05,7.5591526743152526e-06,0.0,0.00011295093520153853,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,5.089473684210526,3.735182912993046e-05,3.653804163906242e-05,3.6952684563388595e-05,2.490025644961262,3.694108902841421e-05,False,549,0.004665879405709283,2.5360408140453344e-05,0.0,2.5360408140453344e-05,5.321029431654047e-06,0.0,7.073272089198993e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,5.505263157894737,1.8537770972580057e-05,1.8133193456965966e-05,1.836374672515339e-05,2.5568887447950233,1.8361789954832568e-05,False,549,0.004096218008144525,1.2854435377216988e-05,0.0,1.2854435377216988e-05,3.887075406776034e-06,0.0,4.956195467003224e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,5.921052631578947,8.993855319335735e-06,8.794417615653578e-06,8.901793733254133e-06,2.623636917104646,8.901685456754022e-06,False,549,0.004468370095660923,7.098134156229265e-06,0.0,7.098134156229265e-06,2.976520786362684e-06,0.0,3.845100340139225e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,6.336842105263158,4.256291213324162e-06,4.159216765002236e-06,4.207424883687655e-06,2.690309456173849,4.2073852093953625e-06,False,549,0.005014963377246495,4.006857079737625e-06,0.0,4.006857079737625e-06,2.4159242352668924e-06,0.0,3.16480063332813e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,6.752631578947368,1.9631386975784007e-06,1.9169914060504416e-06,1.9384088253578876e-06,2.75693217954896,1.9382321447222494e-06,False,549,0.0055056055658200265,3.032842430413524e-06,0.0,3.032842430413524e-06,2.145465488702994e-06,0.0,2.9268695415067035e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,7.168421052631579,8.822002157601878e-07,8.608212979853074e-07,8.702906657121771e-07,2.8235220973508803,8.700657204988909e-07,False,549,0.005902834128858281,2.534208127540482e-06,0.0,2.534208127540482e-06,1.7944931917292008e-06,0.0,2.798082336154999e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,7.58421052631579,3.862378642212451e-07,3.765911583393479e-07,3.8071131566119633e-07,2.8900903471585093,3.805141757679523e-07,False,549,0.006259061617844175,1.7784945484250034e-06,0.0,1.7784945484250034e-06,1.265873655094485e-06,0.0,2.590273373463582e-05,6.25e-05,nan
"Criteo Search, batch 8192",1563,0.4,8.0,1.6471321756426494e-07,1.6047528746213175e-07,1.622477129451213e-07,2.9566443446440047,1.6210507525889672e-07,False,549,0.006549867259144193,6.33160161342263e-07,0.0,6.33160161342263e-07,4.984903032325317e-07,0.0,2.2247188298072473e-05,6.25e-05,nan
